RA,Station ID,WMO ID or NWS/CMAN ID,Station Long Name,Station Description,Latitude (dec deg),Longitude (dec deg),Platform Type,"Station Deployment (mm/yyyy, yyyy, < 5 yr, > 5 yr)","Currently Operational? (Y, N, O, U)",Platform Funder/Sponsor,"RA Funding Involvement (Yf, Yp, N)",Platform Operator/Owner,Operator Sector,Platform Maintainer,Data Manager,"Variable Names + water column depth of measurement in meters [CF_name (# m, # m) or CF_name (mult) or CF_name (# depths)].",Additional notes,file,Dataset (ERDDAP) ID
AOOS,point-pigot-ak,PPXA2,"Point Pigot, AK",Weather (AIS Status unknown),60.8008,-148.3571,Fixed,2022-08-09 00:00:00,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,AOOS.xlsx,
AOOS,urn:ioos:station:org.mxak:PORTLAND_ISLAND,PTLA2,Portland Island,WEATHER (NO AIS),58.3464,-134.752283,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),"NDBC, AOOS","dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","Note: On NDBC Site, this is not referred to as a CMAN. Go to: https://www.ndbc.noaa.gov/to_station.shtml",AOOS.xlsx,
AOOS,urn:ioos:station:org.mxak:ROCKY_ISLAND, RIXA2,Rocky Island,WEATHER (NO AIS),58.177057,-135.051541,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,AOOS.xlsx,
AOOS,urn:ioos:station:org.mxak:SAVOONGA,SVXA2,"Savoonga, St. Lawrence Island",Weather and AIS eATON/Transceiver ,63.692645,-170.492243,Fixed,2019-05-31 00:00:00,Y,"AOOS, MXAK",Yp,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","Stations with Transceivers can transmit weather obs real time to mariners, bypassing the need for internet service. MXAK is upgrading many stations to include ATONs for this purpose, when they install weather sensors. ",AOOS.xlsx,
AOOS,saxman-seaport,SXXA2,Saxman Seaport (SAXMAN LANDING),"Weather, not sure about AIS",55.3146,-131.5962,Fixed,2021-01-28 00:00:00,Y,"AOOS, MXAK",Y,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","New installation, not sure if there is AIS here, but likely so.",AOOS.xlsx,
AOOS,urn:ioos:station:org.mxak:SCULL_ISLAND, SCXA2,Scull Island,WEATHER (NO AIS),58.204728,-134.645772,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,AOOS.xlsx,
AOOS,urn:ioos:station:org.mxak:SEWARD_HARBOR,SWXA2,Seward Harbor,AIS TRANSCEIVER WITH WEATHER,60.115578,-149.434214,Fixed,06/06/16; 7/26/2017,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",need to cross check station ,AOOS.xlsx,
AOOS,urn:ioos:station:org_mxak_ship_island,SPXA2 (PRIOR SIXA2),Ship Island,Weather and AIS    ,53.5989,-132.2032,Fixed,2019-12-22 00:00:00,Y,"AOOS, MXAK",Yp,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"air_temperature, air_pressure, dew_point_temperature, relative_humidity,  wind_speed_of_gust,  wind_gust_from_direction, wind_speed, wind_from_direction","Installed in 2019, but was not hosting data until late in 2019 after the AI was submitted with the semi-annual report",AOOS.xlsx,
AOOS,urn:ioos:station:org.mxak:SITKA_AML, STXA2,Sitka AML,AIS TRANSCEIVER WITH WEATHER,57.116326,-135.390701,Fixed,04/08/16; 7/26/2017,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",need to cross check station ,AOOS.xlsx,
AOOS,urn:ioos:station:org.mxak:SITKA_HARBOR, SHXA2,Sitka Harbor,AIS STATION WITH WEATHER,57.055488,-135.349431,Fixed,04/27/16; 7/26/2017,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",need to cross check station ,AOOS.xlsx,
AOOS,urn:ioos:station:org.mxak:SKAGWAY_WX, SKXA2,Skagway Port,Weather (no AIS),59.448383,-135.326367,Fixed,02/02/16; 7/26/2017,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",need to cross check station ,AOOS.xlsx,
AOOS,st-george-pribilof-islands-ak,SGXA2,"St George (Pribilof Islands), AK",Weather (AIS Status unknown),56.5995,-169.5416,Fixed,2022-09-09 00:00:00,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",Station installed using Fill-the-Gaps funding,AOOS.xlsx,
AOOS,st-paul-pribilof-islands-ak,PAUA2,"St Paul (Pribilof Islands), AK",Weather (AIS Status unknown),57.1235,-170.2708,Fixed,2022-09-09 00:00:00,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",Station installed using Fill-the-Gaps funding,AOOS.xlsx,
AOOS,urn:ioos:station:org.mxak:Tenakee_Springs,TKEA2,Tenakee Springs,AIS STATION WITH WEATHER,57.779208,-135.219228,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),"NDBC, AOOS","dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","Note: On NDBC Site, this is not referred to as a CMAN. Go to: https://www.ndbc.noaa.gov/to_station.shtml",AOOS.xlsx,
AOOS,org_mxak_tree_point,TPXA2,Tree Point,Weather and AIS eATON/Transceiver ,54.8026,-130.9344,Fixed,2019-12-22 00:00:00,Y,MXAK,Yp,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),"MXAK, AOOS","dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",New in late 2019. Not reporting until after AOOS submitted 2019 AI,AOOS.xlsx,
AOOS,urn:ioos:station:org.mxak:BARROW,UQXA2,Utqiagvik (Barrow),AIS TRANSCEIVER WITH WEATHER,71.314869,-156.72177,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,AOOS.xlsx,
AOOS,urn:ioos:station:org.mxak:VALDEZ,VDXA2,Valdez Port,AIS TRANSCEIVER with Weather,61.12706,-146.343876,Fixed,2017-07-26 00:00:00,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,,,AOOS.xlsx,
AOOS,urn:ioos:station:org.mxak:WAINWRIGHT,WRXA2,Wainwright,AIS STATION WITH WEATHER,70.636261,-160.033703,Fixed,08/01/18; 12/12/2018,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,AOOS.xlsx,
AOOS,ward-cove,WCXA2,Ward Cove,AIS STATION WITH WEATHER,55.401833,-131.7293,Fixed,12/5/2021 data starts,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","Station was installed earlier this year but AOOS notifed in December, but Data started at Axiom 12/5/21",AOOS.xlsx,
AOOS,urn:ioos:station:org.mxak:WHITTIER_AMHS,WIXA2,"Whittier, AMHS ",AIS TRANSCEIVER WITH WEATHER,60.77673,-148.682278,Fixed,05/09/17; 7/26/2017,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,AOOS.xlsx,
AOOS,urn:ioos:station:aoos:204,46108,"Lower Cook Inlet, AK CDIP Wave Buoy 204","Year-round real-time water level buoy near Homer, AK; Datawell Directional Buoy",59.5973,-151.8291,wave_buoy,2015-04-13 00:00:00,Y,"AOOS, CDIP (USACE) ",YP,"AOOS (operattor), CDIP (owner)",nonprofit,AOOS,CDIP,"sea_surface_wave_to_direction, sea_surface_wave_mean_period,  sea_surface_wave_significant_height,  sea_surface_dominant_wave_period, sea_water_temperature","CDIP buoys are owned by CDIP, so we are Yp for funding sponsor. Changed platform maintainer to AOOS only, since we are now contracting to service this buoy. ",AOOS.xlsx,
AOOS,urn:ioos:station:scripps-institution-of-oceano:241,46265,"Nome, AK CDIP Wave  Buoy 241","Seasonal real-time water level offshoreport of Nome, AK; Datawell Directional wave buoy",64.4723,-165.4743,Wave_buoy,7/10/2018 - 10/17/18 (first seasonal deployment); 06/11/19 - 10/18/19; 08/26/20-09/09/20 - buoy flooded after deployment; 2021 no deployment; 07/31/22 - 10/12/22,"Y, O","AOOS, CDIP (USACE), Port of Nome",Yp,"AOOS (operattor), CDIP (owner)",nonprofit,AOOS and Port of Nome,CDIP,"sea_surface_wave_significant_height, sea_water_temperature, sea_surface_dominant_wave_period, sea_surface_wave_to_direction, sea_surface_wave_mean_period, direction_of_sea_water_velocity (0.75m), sea_water_speed (0.75m) (surface current info discontinued in 2020)","This buoy not deployed in 2021. This buoy is not wholly paid for by AOOS (shipping, OnM, and insurance); CDIP provides the buoy, manages data. Buoy reports RT and is seasonal during iceout period. In 2020, the buoy deployed no longer had suface current sensor (we changed buoys for one without currents). Unfortunately, this buoy was deployed late Aug 26, 2020 and leaked and was recovered a few days after it deployed on Sep 9, 2020. ",AOOS.xlsx,
AOOS,urn:ioos:station:com.alyeska:aly_base_hr,,Alyeska Resort Base,Alyeska Ski Resort weather,60.9694,-149.0966,Fixed,5/5/2015; 8/3/16,y,Alyeska Ski Resort,N,Alyeska Ski Resort,other,Alyeska Ski Resort,AOOS from 05/15/2015,"air_temperature, relative_humidity, preciptation_increment ",Cross checked and corrected,AOOS.xlsx,
AOOS,urn:ioos:station:com.alyeska:maxsmtn,,Alyeska Resort Max's Mountain,Alyeska Ski Resort weather,60.9483,-149.0871,Fixed,2015-05-05 00:00:00,y,Alyeska Ski Resort,N,Alyeska Ski Resort,other,Alyeska Ski Resort,AOOS from 05/15/2018,"air_temperature, relative_humidity,  wind_speed, wind_from_direction, wind_speed_of_gust",Cross checked and corrected,AOOS.xlsx,
AOOS,urn:ioos:station:com.alyeska:aly_mid_hr,,"Alyeska Resort, Mid Mountain",Alyeska Ski Resort weather,60.9724,-149.0819,Fixed,5/5/2015; 08/31/16,y,Alyeska Ski Resort,N,Alyeska Ski Resort,other,Alyeska Ski Resort,AOOS from 05/15/2016,"air_temperature, relative_humidity, preciptation_increment, surface_snow_thickness",Cross checked and corrected,AOOS.xlsx,
AOOS,urn:ioos:station:com.alyeska:summitsite,,Alyeska Resort Summit,Alyeska Ski Resort weather,60.9568,-149.0611,Fixed,2015-05-05 00:00:00,y,Alyeska Ski Resort,N,Alyeska Ski Resort,other,Alyeska Ski Resort,AOOS from 05/15/2019,"air_temperature, relative_humidity, solar_radiation, wind_speed, wind_from_direction, wind_speed_of_gust",Cross checked and corrected,AOOS.xlsx,
AOOS,urn:ioos:station:com.alyeska:ALY_TOP_HR,,"Alyeska Resort, Top of Glacier Bowl Express",Alyeska Ski Resort weather,60.9628,-149.0707,Fixed,2015-05-05 00:00:00,y,Alyeska Ski Resort,N,Alyeska Ski Resort,other,Alyeska Ski Resort,AOOS from 05/15/2017,"air_temperature, precipitation_increment, winds_speed, wind_from_direction, wind_speed_of_gust","cross checked and correctied.  cf says preciptation_amount, ""Amount"" means mass per unit area. ""Precipitation"" in the earth's atmosphere means precipitation of water in all phases.  Axiom is using the non-cf name 'precipitation_increment' to describe precipitation values reported as a rate of accumulation measured as length over time, e.g. 'mm/hr'. What we call 'precipitation (accumulation)' maps to the cf-name 'lwe_thickness_of_precipitation_amount' doesn't contain a time component, though we create something like that for each time-step or bin of values we show in the portal. ",AOOS.xlsx,
AOOS,kodiak-burke-o-lator-kodiak-ak,,"Kodiak Burke-o-Lator, Kodiak, AK","NOAA AFSC Operated Kodiak Burke-o-Lator, Kodiak, AK",57.79,-152.41,Fixed,2022-10-01 00:00:00,Y,"NOAA AFSC, AOOS",Yp,NOAA Alaska Fisheries Science Center (AFSC),Federal,NOAA AFSC,IPACOA  and NOAA,"dissolved_carbon_dioxide_co2, pco2, omega_aragonite, sea_water_temperature, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_alkalinity_expressed_as_mole_equivalent",AOOS started supporting BOL operatrions in Kodiak in 2021-2022.,AOOS.xlsx,
AOOS,urn:ioos:station:org.hakai:Sitka,,Sitka Burke-o-Lator,Sitka Tribe of Alaska Burke-O-Lator,57.0526,-135.3456,Fixed,2017-06-27 00:00:00,Y,BIA Climate Change Grant,Yp,Sitka Tribe of Alaska,Tribal,"Sitka Tribe of Alaska, Hakai Institute",IPACOA,"dissolved_carbon_dioxide_co2, pco2, omega_aragonite, sea_water_temperature, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_alkalinity_expressed_as_mole_equivalent",AOOS supports BoL OnM through Hakai and provided support to Sitka in 2018-19 directly. Not sure why DO is not included in the suite for Burkolators. Need to look into this. AOOS continues to support this BOL in 2021-23. ,AOOS.xlsx,
AOOS,org_hakai_quadra,,"Hyacinthe Bay, BC Buke-o-Lator","Hyancinthe Bay in British Columbia, operated by Hakai Inst.",50.116,-125.222,Fixed,2018-06-30 00:00:00,Y,"Hakai Institute, Tula Foundation",N,Hakai Institute,"nonprofit, Research",Hakai Institute,IPACOA,"dissolved_carbon_dioxide_co2, pco2, omega_aragonite, sea_water_temperature, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_alkalinity_expressed_as_mole_equivalent",AOOS now hosts Hakai BC (Canada) real time OA data from this location,AOOS.xlsx,
AOOS,barry-arm-east,,Barry Arm East,"MET Station In East Barry Arm Fjord, Prince William Sound",61.1317,-148.1233,Fixed,2021-09-08 00:00:00,Y,Alaska Department of Natural Resources - Division of Geological  & Geophysical Surveys (AKDNR-DGGS),N,AKDNR-DGGS,gov_state,AKDNR-DGGS,AKDNR-DGGS,"dew_point_temperature, relative_humidity, lwe_thickness_of_precipitation_amount,  air_temperature, wind_speed_15_minute_average,  wind_speed_instantaneous, wind_from_direction, atmosphere_net_rate_of_absorption_of_energy","Barry Arm East weather station is located on the east side of the northern Barry Arm fjord, northwest Prince William Sound, Alaska. This station is part of the observational infrastructure deployed to study landslides and was funded through a cooperative agreement with USGS.",AOOS.xlsx,
AOOS,barry-arm-west,,Barry Arm West,"MET Station In West Barry Arm Fjord, Prince William Sound",61.1418,-148.1749,Fixed,2021-09-04 00:00:00,Y,Alaska Department of Natural Resources - Division of Geological  & Geophysical Surveys (AKDNR-DGGS),N,AKDNR-DGGS,gov_state,AKDNR-DGGS,AKDNR-DGGS,"dew_point_temperature, relative_humidity, lwe_thickness_of_precipitation_amount,  air_temperature, wind_speed_15_minute_average,  wind_speed_instantaneous, wind_from_direction, atmosphere_net_rate_of_absorption_of_energy","Barry Arm East weather station is located on the east side of the northern Barry Arm fjord, northwest Prince William Sound, Alaska. This station is part of the observational infrastructure deployed to study landslides and was funded through a cooperative agreement with USGS.",AOOS.xlsx,
AOOS ,harbor-mountain-1,,"Harbor Mountain, SE Alaska","MET Station on Harbor Mountain in SE AK, near Sitka",57.0891,-135.344,Fixed,2019-06-20 00:00:00,Y,"Alaska Department of Natural Resources - Division of Geological  & Geophysical Surveys (AKDNR-DGGS), NSF and others (see comments)",N,AKDNR-DGGS,gov_state,AKDNR-DGGS,AKDNR-DGGS,"air_pressure, relative_humidity, lwe_thickness_of_precipitation_amount, surface_snow_thickness, soil_moisture_percent, air_temperature, wind_speed, wind_from_direction ","Harbor Mountain weather station is located approximately 4 km (2.5 mi) NNE of Sitka, AK on a ridge between Cascade Creek and Granite Creek drainage basins that forms the western flank of Harbor Mountain. This station exists because of funding from the State of Alaska and the National Science Foundation, and cooperation among multiple agencies, including US Forest Service - Sitka Ranger District, US National Parks Service - Sitka National Historic Park, US Coast Guard - Air Station Sitka, Sitka Sound Science Center, the Rand Corporation, and the City of Sitka.",AOOS.xlsx,
AOOS,mt-doran,,Mt. Doran ,"MET Station on Mt. Doran in NW Prince William Sound, AK",61.0288,-148.2342,Fixed,2021-08-04 00:00:00,Y,"Alaska Department of Natural Resources - Division of Geological  & Geophysical Surveys (AKDNR-DGGS), USGS  (see comments)",N,AKDNR-DGGS,gov_state,AKDNR-DGGS,AKDNR-DGGS,"dew_point_temperature, relative_humidity, air_temperature, wind_speed_15_minute_average, wind_speed_15_minute_max, wind_speed_instantaneous, wind_from_direction_instantaneous, ","Mt. Doran weather station (a.k.a. Barry Arm Repeater (BAR)) is located on the north flank of Mt. Doran, northwest Prince William Sound, Alaska. This station serves as a telemetry repeater for other instrumentation in the area and was funded through a cooperative agreement with USGS.",AOOS.xlsx,
AOOS ,mount-riley-1,,Mount Riley,"MET and Cliimate Station on Mount Riley in SE AK, near Haines",59.2156,-135.4114,Fixed,2021-06-24 00:00:00,Y,Alaska Department of Natural Resources - Division of Geological  & Geophysical Surveys (AKDNR-DGGS) and others (see comments),N,AKDNR-DGGS,gov_state,AKDNR-DGGS,AKDNR-DGGS,"air_pressure, lwe_water_evaporation_rate, relative_humidity, panel_temperature, lwe_thickness_of_precipitation_amount, surface_albedo, longwave_radiation_incoming,  longwave_radiation_outgoing, atmosphere_net_rate_of_absorption_of_energy, short_wave_radiation_incoming, short_wave_radiation_outgoing, solar_irradiance_clear_sky, surface_snow_thickness, soil_moisture_percent, air_temperature, soil_temperature, wind_speed_15_minute_average, wind_speed_15_minute_max, wind_speed, wind_from_direction","Mount Riley weather station is located approximately 3 km (1.8 mi) SE of Haines, AK, near the top of Mount Riley. This station exists because of funding from the State of Alaska and cooperation among multiple agencies, including Alaska Department of Military and Veterans Affairs – Division of Homeland Security and Emergency Management, US Forest Service, Alaska Division of Parks and Outdoor Recreation, Haines Avalanche Center, Alaska Department of Transportation and Public Facilities, Alaska Division of Forestry, and the Haines Borough.",AOOS.xlsx,
AOOS,scott-glacier,,Scott Glacier,MET and Climate Station on Scott Glacier,69.6836,-145.1361,Fixed,2015-02-04 00:00:00,Y,Alaska Department of Natural Resources - Division of Geological  & Geophysical Surveys (AKDNR-DGGS) and others (see comments),N,AKDNR-DGGS,gov_state,AKDNR-DGGS,AKDNR-DGGS,"air_pressure, relative_humidity, solar_irradiance_in, solar_irradiance_out, air_temperature, air_temperature_secondary","Scott Glacier high-elevation weather station is located approximately 37 km (23 mi) NE of Cordova, AK in the Scott Glacier drainage basin. This station exists because of the cooperation of multiple agencies. CRREL provided all of the station components, DGGS and UAF provided technical and logistical support, USGS contributed to logistics, and the Prince William Sound Science Center in Cordova provided facilities for staging equipment. Continued operation of this station is possible through support from CRREL and DGGS's Climate and Cryosphere Hazards Program.",AOOS.xlsx,
