RA,Latitude,Longitude,station_long_name,Platform,Operational,station_deployment,RA_Funded,Water_temp,Salinity,Wtr_press,Dew_pt,Rel_hum,Air_temp,Winds,Air_press,Precip,Solar_radn,Visibility,Water_level,Waves,Currents,Turbidity,DO,pCO2_water,pCO2_air,TCO2,pH,OmgArag_st,Chl,Nitrate,CDOM,Alkalinity,Acoustics,Raw_Vars,file
AOOS,59.7724134,-151.83665552,"Cook Inletkeeper, Anchor River",fixed,Y,2013-09-07 00:00:00,N,X,,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature, sea_water_temperature, panel_temperature, battery_voltage",AOOS.xlsx
AOOS,61.76751,-150.33992,"Cook Inletkeeper, Deshka River (Kroto Creek)",fixed,Y,2013-09-09 00:00:00,N,X,,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature, sea_water_temperature, panel_temperature, battery_voltage",AOOS.xlsx
AOOS,60.45304,-149.98679,"Cook Inletkeeper, Russian River",fixed,Y,2016-10-14 00:00:00,N,X,,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature, sea_water_temperature, panel_temperature, battery_voltage",AOOS.xlsx
AOOS,70.2041,-147.7014,Foggy Island Bay,fixed,N,2018-07-26 00:00:00,N,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",AOOS.xlsx
AOOS,70.319,-147.7612,SPOT-0156: Foggy Island STLD2 2019,wave_buoy,U,2019-08-06 00:00:00,N,,,,,,,X,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, wind_speed, wind_from_direction, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, peak_wave_period, sea_surface_wave_mean_period, sea_surface_wave_directional_spread",AOOS.xlsx
AOOS,70.3935,-147.835,SPOT-0107: Foggy Island Dinkum 2019,wave_buoy,U,2019-08-07 00:00:00,N,,,,,,,X,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, wind_speed, wind_from_direction, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, peak_wave_period, sea_surface_wave_mean_period, sea_surface_wave_directional_spread",AOOS.xlsx
AOOS,59.7983,-144.5999,Cape St. Elias,fixed,Y,2014-12-03 00:00:00,N,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,"air_pressure, air_temperature, relataive_humdity, solar_irradiance, wind_speed_of_gust, wind_speed, wind_from_direction, battery_voltage",AOOS.xlsx
AOOS,61.091,-146.3766,Valdez Marine Terminal Weather Buoy,moored_buoy,Y,2019-09-21 00:00:00,N,X,,X,,X,X,X,X,,X,,,X,X,,,,,,,,,,,,,"air_pressure, sea_water_velocity_to_direction, sea_water_speed, eastward_sea_water_velocity, northward_sea_water_velocity, upward_sea_water_velocity, relative_humidity, solar_irradiance, sea_water_pressure, air_temperature, sea_water_temperature, sea_surface_wave_directional_spread, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, sea_surface_wave_significant_height, wind_speed_of_gust, wind_speed, wind_from_direction, ",AOOS.xlsx
AOOS,61.1225,-146.2967,Valdez Duck Flats Weather Buoy,moored_buoy,Y,2019-09-21 00:00:00,N,X,,X,,X,X,X,X,,X,,,X,X,,,,,,,,,,,,,"air_pressure, sea_water_velocity_to_direction, sea_water_speed, eastward_sea_water_velocity, northward_sea_water_velocity, upward_sea_water_velocity, relative_humidity, solar_irradiance, sea_water_pressure, air_temperature, sea_water_temperature, sea_surface_wave_directional_spread, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, sea_surface_wave_significant_height, wind_speed_of_gust, wind_speed, wind_from_direction, ",AOOS.xlsx
AOOS,56.0041,-161.1751,Nelson Lagoon,fixed,Y,2019-05-01 00:00:00,N,,,,,,,,,,,,X,,,,,,,,,,,,,,,sea_surface_height_above_sea_level,AOOS.xlsx
AOOS,58.7321,-156.9833,Naknek ,fixed,Y,2019-07-15 00:00:00,Yf,,,,,,,,,,,,X,,,,,,,,,,,,,,,sea_surface_height_above_sea_level,AOOS.xlsx
AOOS,59.6055,-151.4221,Homer Ramp 8,fixed,Y,2020-07-23 00:00:00,Yp,,,,,,,,,,,,X,,,,,,,,,,,,,,,sea_surface_height_above_sea_level,AOOS.xlsx
CARICOOS,17.869,-66.532,Ponce Buoy,moored_buoy,Y,2009-06-01 00:00:00,Yf,,X,,,,X,X,X,,,,,X,X,,,,,,,,,,,,,"sea_water_speed (2.5 - 16) m, sea_water_to_direction (2.5 -16) m, eastward_sea_water_velocity (2.5 - 16) m, northward_sea_water_velocity (2.5 - 16) m, sea_surface_temperature, air_temperature (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m)",CARICOOS.xlsx
CARICOOS,18.474,-66.099,San Juan Buoy,moored_buoy,Y,2010-07-01 00:00:00,Yf,,X,,,,X,X,X,,,,,X,X,,,,,,,,,,,,,"sea_water_speed (2.5 - 29) m, sea_water_to_direction (2.5 -29) m, eastward_sea_water_velocity (2.5 - 29) m, northward_sea_water_velocity (2.5 - 29) m, sea_surface_temperature, air_temperature (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m)",CARICOOS.xlsx
CARICOOS,18.261,-65.464,Vieques Buoy,moored_buoy,Y,2013-09-01 00:00:00,Yf,,X,,,,X,X,X,,,,,X,X,,,,,,,,,,,,,"sea_water_speed (2.5 - 28 m), sea_water_to_direction  (2.5 - 28 m), eastward_sea_water_velocity  (2.5 - 28 m), northward_sea_water_velocity  (2.5 - 28 m), sea_surface_temperature, air_temperature (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m),sea_water_electrical_conductivity (1 m)",CARICOOS.xlsx
CARICOOS,18.249,-64.763,St. John Buoy,moored_buoy,Y,2011-04-01 00:00:00,Yf,,X,,,,X,X,X,,,,,X,X,,,,,,,,,,,,,"sea_water_speed (2.5 - 40 m), sea_water_to_direction  (2.5 - 40 m), eastward_sea_water_velocity (2.5 - 40 m), northward_sea_water_velocity (2.5 - 40 m), sea_surface_temperature, air_temperature (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m),sea_water_electrical_conductivity (1 m)",CARICOOS.xlsx
CARICOOS,18.376,-67.28,Rincon Waverider Buoy,moored_buoy,Y,2011-05-01 00:00:00,Yf,,,,,,,,,,,,X,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period_from_variance_spectral_density_first_frequency_moment, sea_surface_wave_from_direction, sea_surface_wave_zero_upcrossing_period, wave_frequency, sea_surface_wave_variance_spectral_density, sea_surface_wave_from_direction, sea_surface_temperature, platform_orientation, sea_floor_depth_below_sea_surface",CARICOOS.xlsx
CARICOOS,18.05245,-65.82809,Yabucoa Mesonet,fixed,Y,2009-12-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.32817,-64.92661,Ruperts Rock ,fixed,Y,2015-04-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.28938,-65.632,Marina Puerto del Rey,fixed,Y,2009-12-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,17.92859,-66.1597,Las Mareas,fixed,Y,2009-12-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.45512,-66.12846,San Juan NavAid,fixed,Y,2009-12-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.25623,-65.99167,Gurabo,fixed,Y,2009-12-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.3137,-65.22742,Culebrita Island ,fixed,Y,2016-01-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,17.67771,-64.89989,Sandy Point NWR - USVI,fixed,Y,2009-12-01 00:00:00,Yf,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m), rainfall_amount",CARICOOS.xlsx
CARICOOS,18.09995,-67.18887,Club Deportivo del Oeste Cabo Rojo,fixed,Y,2009-12-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.27823,-64.8926,Buck Island - USVI,fixed,Y,2009-07-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.34291,-64.8173,Two Brothers - USVI,fixed,Y,2009-07-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.43295,-67.15663,Aguadilla Jetty,fixed,Y,2009-12-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.36669,-67.25141,Rincon,fixed,Y,2012-11-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (15 m), wind_speed_of_gust (15 m), wind_from_direction (15 m), air_temperature (15 m), air_pressure (15 m), relative_humidity (15 m)",CARICOOS.xlsx
CARICOOS,17.96944,-67.04417,Isla Magueyes,fixed,O,2018-10-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (8 m), wind_speed_of_gust (8 m), wind_from_direction (8 m), air_temperature (8 m), air_pressure (8 m), relative_humidity (8 m)",CARICOOS.xlsx
CARICOOS,17.9644,-66.6177,Ponce Yatch Club - Ponce - Puerto Rico,fixed,Y,2018-12-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (15 m), wind_speed_of_gust (15 m), wind_from_direction (15 m), air_temperature (15 m), air_pressure (15 m), relative_humidity (15 m)",CARICOOS.xlsx
CARICOOS,17.9335,-67.192,Faro de Cabo Rojo - Cabo Rojo - Puerto Rico,fixed,Y,2018-12-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (3 m), wind_speed_of_gust (3 m), wind_from_direction (3 m), air_temperature (3 m), air_pressure (3 m), relative_humidity (3 m)",CARICOOS.xlsx
CARICOOS,18.347,-67.2613,Tres Palmas Reserve - Rincon - Puerto Rico,fixed,Y,2018-12-01 00:00:00,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (3 m), wind_speed_of_gust (3 m), wind_from_direction (3 m), air_temperature (3 m), air_pressure (3 m), relative_humidity (3 m)",CARICOOS.xlsx
CeNCOOS,35.37,-120.86,Morro Bay,fixed,Y,2007,Yp,X,X,X,,X,X,X,X,X,X,X,,,,X,X,,,,,,X,,,,,"sea_water_turbidity(2m), sea_water_temperature(2m), sea_water_pressure(2m), sea_water_practical_salinity(2m), mass_concentration_of_oxygen_in_sea_water(2m), mass_concentration_of_chlorophyll_in_sea_water(2m), wind_speed(-5.5m), wind_from_direction(-5.5m), air_temperature(-5.5m), air_pressure(-5.5m), relative_humidity(-5.5m), lwe_thickness_of_precipitation_amount(-5.5m), solar_radiation(-5.5m), visibility_in_air(-5.5m)",CeNCOOS.xlsx
CeNCOOS,35.3333,-120.8463,Morro Back Bay,fixed,Y,2015,Yp,X,X,X,,X,X,X,X,X,X,,,X,,,X,,,,,,X,,,,,"surface_air_pressure(sfc), wind_speed, wind_from_direction, air_temperature, relative_humidity, precipitation_amount, net_downward_shortwave_flux_in_air, sea_water_temperature(sfc), sea_water_practical_salinity(sfc), sea_water_pressure(sfc), mass_concentration_of_chlorophyll_in_sea_water(sfc), mass_concentration_of_oxygen_in_sea_water(sfc)",CeNCOOS.xlsx
CeNCOOS,35.17,-122.89,San Luis Bay,fixed,Y,2005,Yp,X,X,X,,X,X,X,X,X,X,X,,,,X,,,,,,,X,,,,,"sea_water_temperature(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), sea_water_pressure, sea_water_practical_salinity(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), mass_concentration_of_chlorophyll_in_sea_water(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), sea_water_turbidity(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m),  bioluminescence(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), wind_speed(-15.5m), wind_from_direction(-15.5m), air_temperature(-15.5m), air_pressure(-15.5m), relative_humidity(-15.5m), lwe_thickness_of_precipitation_amount(-15.5m), solar_radiation(-15.5m), visibility_in_air(-15.5m)",CeNCOOS.xlsx
CeNCOOS,37.8,-122.397,Exploratorium,fixed,Y,2009,N,X,X,X,,X,X,X,X,,X,,,X,,X,X,,,X,,,X,,,,,"sea_water_temperature, sea_water_practical_salinity, sea_water_pressure, mass_concentration_of_oxygen_in_sea_water,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, sea_water_ph_measured_on_total_scale, dissolved_carbon_dioxide, air_temperature, air_pressure, relative_humidity, wind_speed, wind_from_direction, diffuse_downwelling_shortwave_flux_in_air",CeNCOOS.xlsx
CeNCOOS,41.06,-124.15,Trinidad Pier,fixed,Y,2008,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,," sea_water_temperature(4.6m), sea_water_salinity(4.6m), mass_concentration_of_oxygen_in_sea_water(4.6m), sea_water_ph_measured_on_total_scale(4.6m), mass_concentration_of_chlorophyll_in_sea_water(4.6), sea_water_turbidity, sea_water_pressure(4.6m)",CeNCOOS.xlsx
CeNCOOS,40.78,-124.2,Humboldt Bay: Chevron Dock,fixed,Y,1905,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature(2m), sea_water_salinity(2m), mass_concentration_of_oxygen_in_sea_water(2m), sea_water_ph_measured_on_total_scale(2m), mass_concentration_of_chlorophyll_in_sea_water(2m), sea_water_turbidity(2m), sea_water_pressure(2m)",CeNCOOS.xlsx
CeNCOOS,40.81,-124.15,Humboldt Bay: Indian Ilsand,fixed,Y,1905,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,," sea_water_temperature(2.4m), sea_water_practical_salinity(2.4m), mass_concentration_of_oxygen_in_sea_water(2.4m), sea_water_ph_measured_on_total_scale(2.4m), mass_concentration_of_chlorophyll_in_sea_water(2.4m), sea_water_turbidity(2.4m), sea_water_pressure(2.4m)",CeNCOOS.xlsx
CeNCOOS,40.7915,-124.1943,Humboldt Bay Burkolator,fixed,O,2018,Yp,X,X,,,,,,,,,,,,,,,X,,,X,X,,,,X,,"sea_water_temperature(sfc), sea_water_practical_salinity(sfc), mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water(sfc), partial_pressure_of_carbon_dioxide_in_sea_water(sfc), sea_water_ph_reported_on_total_scale(sfc), sea_water_alkalinity_express_as_mole_equivalent(sfc), surface_partical_pressure_of_carbon_dioxide_in_air(sfc)",CeNCOOS.xlsx
CeNCOOS,36.618,-121.9015,Monterey Bay Aquarium,fixed,Y,1905,N,X,X,,,,,,,,,,,,,,X,,,,,,,,,,," sea_water_temperature(16.8m), sea_water_practical_salinity(16.8m), sea_water_ph_measured_on_total_scale(16.8m), fractional_saturation_of_oxygen_in_sea_water(16.8m)",CeNCOOS.xlsx
CeNCOOS,36.758,-122.029,M1,moored_buoy,Y,1905,N,X,X,,,X,X,X,X,,,,,X,,,X,X,,,,,X,,,,,"sea_water_temperature(1m,10m,20m,40m,60m,80m,100m,150m,200m,250m,,300m), sea_water_practical_salinity(1m,10m,20m,40m,60m,80m,100m,150m,200m,250m,300m),sea_water_ph_measured_on_total_scale(1m), mass_concentration_of_chlorophyll_in_sea_water(1m), partial_pressure_of_carbon_dioxide_in_sea_water(1m), mass_concentration_of_oxygen_in_sea_water(1m,50m,225m), wind_speed(-2m), wind_from_direction(-2m), air_temperature(-2m), air_pressure(-2m), relative_humidity(-2m), diffuse_downwelling_shorewave_flux_in_air(-2m), downwelling_longwave_flux_in_air(-2m)",CeNCOOS.xlsx
CeNCOOS,36.9725,-122.1569,Hopkins Marine Station,moored_buoy,Y,2013,N,X,X,,,X,X,X,X,,,,,,,,X,,,X,,,,,,,,"wind_speed(-1m),wind_from_direction(-1m),air_temperature(-1m),relative_humidity(-1m),air_pressure(-1m),sea_water_temperature(sfc),sea_water_practical_salinity(sfc),mass_concentration_of_oxygen_in_sea_water(sfc),sea_water_ph_measured_on_total_scale(sfc),dissolved_carbon_dioxide(sfc).",CeNCOOS.xlsx
CeNCOOS,37.109,-122.346,Terrace Point ,moored_buoy,Y,2013,N,X,X,,,X,X,X,X,,,,,,,,X,,,X,,,,,,,,"wind_speed(-1m),wind_from_direction(-1m),air_temperature(-1m),relative_humidity(-1m),air_pressure(-1m),sea_water_temperature(sfc),sea_water_practical_salinity(sfc),mass_concentration_of_oxygen_in_sea_water(sfc),sea_water_ph_measured_on_total_scale(sfc),dissolved_carbon_dioxide(sfc).",CeNCOOS.xlsx
CeNCOOS,36.81,-121.77,Elkhorn Slough,moored_buoy,Y,2003,N,X,X,,,,,,,,X,,,,X,,X,,,,,,,,,,,"sea_water_temperature(sfc), sea_water_practical_salinity(sfc), mass_concentration_of_oxygen_in_sea_water(sfc), eastward_sea_water_velocity(sfc), northward_sea_water_velocity(sfc), solar_radiation(1m)",CeNCOOS.xlsx
CeNCOOS,38.07,-122.23,Carquinez,fixed,Y,2008,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature(2.7m), sea_water_practical_salinity(2.7m), mass_concentration_of_oxygen_in_sea_water(2.7m), sea_water_ph_measured_on_total_scale(2.7m), mass_concentration_of_chlorophyll_in_sea_water(2.7m), sea_water_turbidity(2.7m), sea_water_pressure(2.7m)",CeNCOOS.xlsx
CeNCOOS,37.89,-122.45,Tiburon,fixed,Y,2002,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,," sea_water_temperature(1.9m), sea_water_practical_salinity(1.9m), mass_concentration_of_oxygen_in_sea_water(1.9m), sea_water_ph_measured_on_total_scale(1.9m), mass_concentration_of_chlorophyll_in_sea_water(1.9m), sea_water_turbidity(1.9m), sea_water_pressure(1.9m)",CeNCOOS.xlsx
CeNCOOS,36.8686,-122.378,Bay Ocean Buoy,moored_buoy,Y,2018,Yp,X,X,,,,,,,,,,,,,,X,,,X,,,,,,,,"sea_water_temperature(sfc,17.5m), sea_water_practical_salinity(sfc,17.5m), sea_water_ph_measured_on_total_scale(sfc,17.5m), dissolved_carbon_dioxide(sfc), mass_concentration_of_oxygen_in_sea_water(17.5m)",CeNCOOS.xlsx
CeNCOOS,36.61,-121.89,Monterey Wharf,fixed,Y,2015,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,," sea_water_temperature(2m), sea_water_practical_salinity, sea_water_pressure(2m),  sea_water_ph_measured_on_total_scale(2m), mass_concentration_of_chlorophyll_in_sea_water(2m),  mass_concentration_of_oxygen_in_sea_water(2m), sea_water_turbidity(2m)",CeNCOOS.xlsx
CeNCOOS,36.8,-121.79,Moss Landing,fixed,Y,2010,Yp,X,X,,,,,,,,,,,,,,X,,,,,,X,X,,,,"sea_water_temperature(17m), sea_water_practical_salinity(17m), sea_water_ph_measured_on_total_scale(17m), mass_concentration_of_oxygen_in_sea_water(17m), mass_concentration_of_chlorophyll_in_sea_water(17m), mole_concentration_of_nitrate_in_sea_water(17m)",CeNCOOS.xlsx
CeNCOOS,38.16,-122.89,Hog Island,fixed,Y,2014,Yp,X,X,,,,,,,,,,,,,,,X,X,,,X,,,,X,,"sea_water_temperature(2.9m), sea_water_practical_salinity(2.9m),partial_pressure_of_carbon_dioxide_in_sea_water(2.9m), surface_partial_pressure_of_carbon_dioxide_in_air(2.9m), sea_water_ph_on_total_scale(2.9m), sea_water_alkalinity_expressed_as_mole_equivalent(2.9m), mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water(2.9m)",CeNCOOS.xlsx
CeNCOOS,38.32,-123.07,Bodega,fixed,Y,1905,Yp,X,X,X,,,,,,,,,,,,,,,,,,,X,,,,,"sea_water_temperature(2.9m), sea_water_practical_salinity(2.9m), mass_concentration_of chlorophyll_in_sea_water(2.9m), sea_water_pressure(2.9m)",CeNCOOS.xlsx
CeNCOOS,37.81,-122.47,Fort Point,fixed,Y,2009,Yp,X,X,X,,,,,,,,,,,,,,,,,,,X,,,,," sea_water_temperature(3.5m), sea_water_practical_salinity(3.5m), mass_concentration_of chlorophyll_in_sea_water(3.5m), sea_water_pressure(3.5m)",CeNCOOS.xlsx
CeNCOOS,38.19,-122.93,Tomales Bay,moored_buoy,Y,2013,N,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,," sea_water_temperature(1.0m), sea_water_practical_salinity(1.0m), mass_concentration_of chlorophyll_in_sea_water(1.0m), mass_concentration_of_oxygen_in_sea_water(1.0m), sea_water_ph_measured_on_total_scale(1.0m), mass_concentration_of_chlorophyll_in_sea_water(1.0m), sea_water_turbidity(1.0m), sea_water_pressure(1.0m)",CeNCOOS.xlsx
CeNCOOS,36.96,-122.02,Santa Cruz Wharf,fixed,O,2011,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature(1m), sea_water_practical_salinity(1m), mass_concentration_of_oxygen_in_sea_water(1m), sea_water_ph_measured_on_total_scale(1m), mass_concentration_of_chlorophyll_in_sea_water(1m), sea_water_turbidity(1m), sea_water_pressure(1m)",CeNCOOS.xlsx
GCOOS,30.3288,-87.8293,"BSCA: Station Bon Secour, LA",tower,Y,< 5 yr,Yp,X,X,,,X,X,X,X,,,,X,,,X,X,,,,,,,,,,,"sea_surface_height_above_sea_level ,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,sea_water_practical_salinity ,air_pressure ,air_temperature ,mass_concentration_of_oxygen_in_sea_water ,relative_humidity, turbidity",GCOOS.xlsx
GCOOS,30.3085,-88.1395,"CATA: Cedar Point, AL",fixed,Y,< 5 yr,Yp,X,X,,,X,X,X,X,,,,X,,,,X,,,,,,,,,,,"sea_surface_height_above_sea_level ,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,sea_water_practical_salinity ,air_pressure ,air_temperature ,mass_concentration_of_oxygen_in_sea_water ,relative_humidity ",GCOOS.xlsx
GCOOS,30.2513,-88.0778,"DISL: Dauphin Island, AL",fixed,Y,< 5 yr,Yp,X,X,,,,X,X,X,,,,X,,,X,X,,,,,,,,,,,"sea_surface_height_above_sea_level,sea_water_temperature,wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_practical_salinity,air_pressure,air_temperature ,mass_concentration_of_oxygen_in_sea_water, turbidity",GCOOS.xlsx
