RA,Station_ID,WMO_CMAN_ID,Station_Long_Name,Station_Description,Latitude,Longitude,Platform_Type,Station_Deployment,Currently_Operational,Platform_Funder,RA_Funded,Platform_Operator,Operator_Sector,Platform_Maintainer,Data_Manager,Variable_Names,Additional_notes,file,CARICOOS Contact (Name and Email),RA/Federal Affiliation,Dataset ID,Unnamed: 15,Unnamed: 18
AOOS,urn:ioos:station:org.mxak:WAINWRIGHT,,Wainwright,AIS STATION WITH WEATHER,70.636261,-160.033703,Fixed,08/01/18; 12/12/2018,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,AOOS.xlsx,,,,,
AOOS,ward-cove,New 2021,Ward Cove,AIS STATION WITH WEATHER,55.401833,-131.7293,Fixed,12/5/2021 data starts,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","Station was installed earlier this year but AOOS notifed in December, but Data started at Axiom 12/5/21",AOOS.xlsx,,,,,
AOOS,urn:ioos:station:org.mxak:WHITTIER_AMHS,,"Whittier, AMHS ",AIS TRANSCEIVER WITH WEATHER,60.77673,-148.682278,Fixed,05/09/17; 7/26/2017,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:aoos:204,46108,"Lower Cook Inlet, AK CDIP Wave Buoy 204","Year-round real-time water level buoy near Homer, AK; Datawell Directional Buoy",59.5973,-151.8291,wave_buoy,2015-04-13 00:00:00,Y,"AOOS, CDIP (USACE) ",YP,"AOOS (operattor), CDIP (owner)",nonprofit,AOOS,CDIP,"sea_surface_wave_to_direction, sea_surface_wave_mean_period,  sea_surface_wave_significant_height,  sea_surface_dominant_wave_period, sea_water_temperature","CDIP buoys are owned by CDIP, so we are Yp for funding sponsor. Changed platform maintainer to AOOS only, since we are now contracting to service this buoy. ",AOOS.xlsx,,,,,
AOOS,urn:ioos:station:com.alyeska:aly_base_hr,,Alyeska Resort Base,Alyeska Ski Resort weather,60.9694,-149.0966,Fixed,5/5/2015; 8/3/16,y,Alyeska Ski Resort,N,Alyeska Ski Resort,other,Alyeska Ski Resort,AOOS from 05/15/2015,"air_temperature, relative_humidity, preciptation_increment ",Cross checked and corrected,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:com.alyeska:maxsmtn,,Alyeska Resort Max's Mountain,Alyeska Ski Resort weather,60.9483,-149.0871,Fixed,2015-05-05 00:00:00,y,Alyeska Ski Resort,N,Alyeska Ski Resort,other,Alyeska Ski Resort,AOOS from 05/15/2018,"air_temperature, relative_humidity,  wind_speed, wind_from_direction, wind_speed_of_gust",Cross checked and corrected,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:com.alyeska:aly_mid_hr,,"Alyeska Resort, Mid Mountain",Alyeska Ski Resort weather,60.9724,-149.0819,Fixed,5/5/2015; 08/31/16,y,Alyeska Ski Resort,N,Alyeska Ski Resort,other,Alyeska Ski Resort,AOOS from 05/15/2016,"air_temperature, relative_humidity, preciptation_increment, surface_snow_thickness",Cross checked and corrected,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:com.alyeska:summitsite,,Alyeska Resort Summit,Alyeska Ski Resort weather,60.9568,-149.0611,Fixed,2015-05-05 00:00:00,y,Alyeska Ski Resort,N,Alyeska Ski Resort,other,Alyeska Ski Resort,AOOS from 05/15/2019,"air_temperature, relative_humidity, solar_radiation, wind_speed, wind_from_direction, wind_speed_of_gust",Cross checked and corrected,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:com.alyeska:ALY_TOP_HR,,"Alyeska Resort, Top of Glacier Bowl Express",Alyeska Ski Resort weather,60.9628,-149.0707,Fixed,2015-05-05 00:00:00,y,Alyeska Ski Resort,N,Alyeska Ski Resort,other,Alyeska Ski Resort,AOOS from 05/15/2017,"air_temperature, precipitation_increment, winds_speed, wind_from_direction, wind_speed_of_gust","cross checked and correctied.  cf says preciptation_amount, ""Amount"" means mass per unit area. ""Precipitation"" in the earth's atmosphere means precipitation of water in all phases.  Axiom is using the non-cf name 'precipitation_increment' to describe precipitation values reported as a rate of accumulation measured as length over time, e.g. 'mm/hr'. What we call 'precipitation (accumulation)' maps to the cf-name 'lwe_thickness_of_precipitation_amount' doesn't contain a time component, though we create something like that for each time-step or bin of values we show in the portal. ",AOOS.xlsx,,,,,
AOOS,urn:ioos:station:org.hakai:Sitka,,Sitka Burke-o-Lator,Sitka Tribe of Alaska Burke-O-Lator,57.0526,-135.3456,Fixed,2017-06-27 00:00:00,O  ,BIA Climate Change Grant,Yp,Sitka Tribe of Alaska,Tribal,"Sitka Tribe of Alaska, Hakai Institute",IPACOA,"dissolved_carbon_dioxide_co2, pco2, omega_aragonite, sea_water_temperature, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_alkalinity_expressed_as_mole_equivalent",AOOS supports BoL OnM through Hakai and provided support to Sitka in 2018-19 directly. Not sure why DO is not included in the suite for Burkolators. Need to look into this. AOOS continues to support this BOL in 2021-22. This BOL stopped reporting real time data on May 19. 2021. Looking into status for 2022.,AOOS.xlsx,,,,,
AOOS,org_hakai_quadra,,"Hyacinthe Bay, BC Buke-o-Lator","Hyancinthe Bay in British Columbia, operated by Hakai Inst.",50.116,-125.222,Fixed,2018-06-30 00:00:00,Y,"Hakai Institute, Tula Foundation",N,Hakai Institute,"nonprofit, Research",Hakai Institute,IPACOA,"dissolved_carbon_dioxide_co2, pco2, omega_aragonite, sea_water_temperature, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_alkalinity_expressed_as_mole_equivalent",AOOS now hosts Hakai BC (Canada) real time OA data from this location,AOOS.xlsx,,,,,
AOOS,cape-spencer-ak,New 2021,"Cape Spencer, AK",UNAVCO GNSS Reciever AB43 - GPS for GNSS-Refelctometry water level,58.19884,-136.64081,Fixed,05/22/2007 (station install date); 04/26/21 (start of water level data conversion),Y,"UNAVCO, NSF","N (install, OnM);  Y  (AOOS paid for conversion of GNSS-R data for Water Level)","UNAVCO (platform), ASTRA (WL conversion software)","nonprofit, Research",UNAVCO,UNAVCO (for raw GPS data and Rinex); AOOS for convereted water level,sea_surface_height_above_sea_level,"AOOS contracted with ASTRA LLC to prepare portable code for Axiom to convert the GNSS data to water level. Water level data currently on the portal are releative to the GPS antenna. We need to adjust the data to a MLLW / Datum  and resolve  many drop outs in the datastream (probably due to satellite signal issues, but some due to plotting algorithm). Plan to work through data issues in 2022.",AOOS.xlsx,,,,,
AOOS,st-michaels-bay-ak,New 2021,"St. Michaels Bay, AK",UNAVCO GNSS Reciever AT01 - GPS for GNSS-Refelctometry water level,63.484,-162.0064,Fixed,05/26/2018 (station install date); 04/27/21 (start of water level data conversion) ,Y,"AOOS, UNAVCO",Yf (AOOS funded the installation); Yp UNAVCO is payin for data filtration costs,"UNAVCO (platform), ASTRA (WL conversion software)","nonprofit, Research",UNAVCO,UNAVCO (for raw GPS data and Rinex); AOOS/Axiom for convereted water level,sea_surface_height_above_sea_level,"AOOS contracted with ASTRA LLC to prepare portable code for Axiom to use to convert the GNSS data to water level. Water level data currently on the portal are releative to the GPS antenna. We need to adjust the data to a MLLW / Datum  and resolve  many drop outs in the datastream (probably due to satellite signal issues, but some due to plotting algorithm). Plan to work through data issues in 2022.",AOOS.xlsx,,,,,
AOOS,urn:ioos:station:gov.noaa.water:BETA2,BETA2,Kuskokwim River at Bethel,Bethel Brown Slough Bridge,60.793333,-161.745556,Fixed,2015-05-15 00:00:00,Y,"AOOS, AKDNR",Yp,AK DNR,gov_state,Alaska Department of Natural Resources,"NOAA Water Resources Regions, NWS (Owner, Publisher), NOAA Alaska-Pacific River Forecast Center (APRFC) (Affiliate)","height, water_surface_height_above_reference_datum","Data processed and accessed thru NOAA Water Resources Regions, National Weather Service; https://water.weather.gov/ahps2/hydrograph.php?gage=BETA2&wfo=pafc2",AOOS.xlsx,,,,,
AOOS,deering-alaska-water-level,New replacement 2021,Deering,Deering,66.0746,-162.7215,Fixed,Original 09/06/2018; Reinstalled June 2021,Y,"AOOS, AKDNR",Yp,AK DNR,gov_state,Alaska Department of Natural Resources,NOAA Alaska-Pacific River Forecast Center (APRFC),sea_surface_height_above_sea_level,This station was originally installed in September 2018 but failed. It was not reinstalled until June of 2021 so was not on the 2019-2020 RA Asset Inventories.,AOOS.xlsx,,,,,
AOOS,homer-ramp-8,,Homer Ramp 8 AK Water Level,Homer Ramp 8 Water Level (Tier C),59.6055,-151.4221,Fixed,2020-07-23 00:00:00,Y,"AOOS, AKDNR",Yp,AK DNR,gov_state,Alaska Department of Natural Resources,"Stillwater Technologies, AOOS, Axiom Data Science",sea_surface_height_above_sea_level,"To see all the Tier C water level data stations in the AWLW Portal, https://water-level-watch.portal.aoos.org/#search?type_group=sensor_stations&tag|tag=tier-c&page=1",AOOS.xlsx,,,,,
AOOS,kotzebue-alaska-water-level,,Kotzebue: NOTE -  was to replace KZTA2. This station is also on Stevnes Way Bridge.,Kotzebue  (https://portal.aoos.org/#metadata/100053/station/data),66.895035,-162.56675,Fixed,9/5/2018. Re-installed June 2021.,O,"AOOS, AKDNR",Yp,AK DNR,gov_state,Alaska Department of Natural Resources,NOAA Alaska-Pacific River Forecast Center (APRFC),sea_surface_height_above_sea_level,"Data processed and accessed thru NOAA Water Resources Regions, National Weather Service; However, Data Web site is DGGS for AK. June re-install sensor at Kotzebue promptly stopped reporting after the reinstallation. Future planning for water level sensing at Kotzebue will include more resilience systems to replace the rapidly failing iRadars",AOOS.xlsx,,,,,
AOOS,kwigillingok-alaska-water-level,New 2021,Kwigillingok,,59.8798,-163.1663,Fixed,2021-08-08 00:00:00,Y,"AOOS, AKDNR",Yp,AK DNR,gov_state,Alaska Department of Natural Resources,AK DNR and Stillwater Technologies,sea_surface_height_above_sea_level,Reinstalled in 2021 and operating since with some intermittancy in December (due to ice most likely).,AOOS.xlsx,,,,,
AOOS,naknek-ak,New 2019,Naknek ,Naknek water level station (NWLON-lite Tier B),58.7321,-156.9833,Fixed,2019-07-15 00:00:00,Y,AOOS,Yf,JOA Surveys,Private,JOA Surveys,AOOS and JOA,sea_surface_height_above_sea_level,"This station was a temporary CO-OPS installation for Datums…AOOS paid to have the stations made permanent and to harden station for winter. Data did NOT appear on the AOOS Data Portal until 2020, as we completed contract with JOA late in fall 2019 due to late award. No money, no data. Started on AOOS portal in 2020. To see all Tier B water level data stations on the AWLW Port, https://water-level-watch.portal.aoos.org/#search?type_group=sensor_stations&tag|tag=tier-b&page=1",AOOS.xlsx,,,,,
AOOS,nelson-lagoon-alaska-water-le,,Nelson Lagoon,"Nelson Lagoon, Alaska, Water Level (Tier C water level data)",56.0041,-161.1751,Fixed,2019-05-01 00:00:00,Y,"AOOS, ADNR, Native Village of Nelson",Yp,"AK DNR, UAF-Arctic Coastal Geosciences Lab",gov_state,Alaska Department of Natural Resources,AK DNR and Stillwater Technologies,sea_surface_height_above_sea_level,Just updated some of the station information for this from last year's entry.,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:gov.noaa.water:TNUA2,TNUA2,Tununak at Tununak,Airstrip Road Bridge,60.5782,-165.2692,Fixed,2015-05-05 00:00:00,O,"AOOS, AKDNR",Yp,AK DNR,gov_state,Alaska Department of Natural Resources,"NOAA Water Resources Regions, NWS (Owner, Publisher), NOAA Alaska-Pacific River Forecast Center (APRFC) (Affiliate)","height, water_surface_height_above_reference_datum","This system (JUDD Sensor) Stopped reporting in fall 2021, and has not been fixed. Data started to look noisy in mid-summer, but sensor appeared to bounce back intermittantly until October 2021 when it stopped report. Data reported Height data only goes to April 2018. Water Surface above Datum data runs thru October 2021. Not sure why and are looking into that as well. Data processed and accessed thru NOAA Water Resources Regions, National Weather Service, a federall service, so it has to go through them. Normally this is a federal dataset not reported on this sheet, but because we help fund the hardware and installation, we include it.",AOOS.xlsx,,,,,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1071,,"Esther Island, SNOTEL STATION",SNOTEL station ,60.805,-148.085,Fixed,2004-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, surface_snow_thickness",Cross-checked and corrected to what we are reporting,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1073,,"Mt Eyak, SNOTEL STATION",SNOTEL station ,60.555,-145.745,Fixed,2004-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, surface_snow_thickness, snow_water_equivalent",Cross-checked and corrected to what we are reporting,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1074,,"Nuchek, SNOTEL STATION (on McNeil River)",SNOTEL station ,60.335,-146.665,Fixed,2004-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount",Cross-checked and corrected to what we are reporting,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1075,,"Port San Juan, SNOTEL STATION",SNOTEL station ,60.055,-148.065,Fixed,2004-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount",Cross-checked and corrected to what we are reporting,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1076,,"Tatitlek, SNOTEL STATION",SNOTEL station ,60.875,-146.675,Fixed,2004-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount",Cross-checked and corrected to what we are reporting,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1087,,"Seal Island, SNOTEL STATION",SNOTEL station ,60.435,-147.395,Fixed,2005-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature,  air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, relative_humidity",Cross-checked and corrected to what we are reporting,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1088,,"Strawberry Reef, SNOTEL STATION",SNOTEL station ,60.235,-144.865,Fixed,2005-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount",Cross-checked and corrected to what we are reporting,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1095,,"Sugarloaf Mtn, SNOTEL STATION",SNOTEL station ,61.085,-146.295,Fixed,2006-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, surface_snow_thickness",Cross-checked and corrected to what we are reporting,AOOS.xlsx,,,,,
AOOS,urn:ioos:station:org.inletkeeper:anchor-river,,"Cook Inletkeeper, Anchor River","Anchor River at the Old Sterling Highway Bridge in Anchor Point, Cook Inlet",59.7724134,-151.83665552,Fixed,2013-09-07 00:00:00,Y,"Cook Inletkeeper, Kenai Peninsula Fish Habitat Partnership, Western Native Trout Initiative;  Installation support: Kenai Chapter of Trout Unlimited, BeadedStream LLC",N,Cook Inletkeeper,nonprofit,Cook Inletkeeper,Cook Inletkeeper,"air_temperature, sea_water_temperature, panel_temperature, battery_voltage","Since 2002, Cook Inletkeeper has been collecting continuous water temperature data below the confluence of the North and South Forks.",AOOS.xlsx,,,,,
AOOS,cape_st_elias,,Cape St. Elias,Weather station on Copper Delta area,59.7983,-144.5999,Fixed,2014-12-03 00:00:00,Y,Prince William Sound Regional Citizen's Advisory Council (PWSRCAC),N,PWSRCAC,nonprofit,"PWSRCAC, MicroSspecialties (private industry)","Not sure, but web site  links to Microspecialties (http://denali.micro-specialties.com/CapeStElias/). ","air_pressure, air_temperature, relataive_humdity, solar_irradiance, wind_speed_of_gust, wind_speed, wind_from_direction, battery_voltage","Data start on the portal is December 31, 2014",AOOS.xlsx,,,,,
AOOS,valdez_marine_terminal_weathe,,Valdez Marine Terminal Weather Buoy,Weather/waves/current buoy in the Port of Valdez area,61.091,-146.3766,Moored Buoy,2019-09-21 00:00:00,Y,Prince William Sound Regional Citizen's Advisory Council (PWSRCAC),N,PWSRCAC,nonprofit,"PWSRCAC, PWSSC",PWSSC,"air_pressure, sea_water_velocity_to_direction, sea_water_speed, eastward_sea_water_velocity, northward_sea_water_velocity, upward_sea_water_velocity, relative_humidity, solar_irradiance, sea_water_pressure, air_temperature, sea_water_temperature, sea_surface_wave_directional_spread, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, sea_surface_wave_significant_height, wind_speed_of_gust, wind_speed, wind_from_direction, ","Installed in 2019, but AOOS was not hosting data until 2020 after the AI was submitted with the semi-annual report. AOOS Portal has data from Sep 21, 2019",AOOS.xlsx,,,,,
AOOS,valdez_duck_flats_weather_buo,,Valdez Duck Flats Weather Buoy,Weather/waves/current buoy in the Port of Valdez area,61.1225,-146.2967,Moored Buoy,2019-09-21 00:00:00,Y,Prince William Sound Regional Citizen's Advisory Council (PWSRCAC),N,PWSRCAC,Non-Profit,"PWSRCAC, PWSSC",PWSSC,"air_pressure, sea_water_velocity_to_direction, sea_water_speed, eastward_sea_water_velocity, northward_sea_water_velocity, upward_sea_water_velocity, relative_humidity, solar_irradiance, sea_water_pressure, air_temperature, sea_water_temperature, sea_surface_wave_directional_spread, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, sea_surface_wave_significant_height, wind_speed_of_gust, wind_speed, wind_from_direction, ","Installed in 2019, but AOOS was not hosting data until 2020 after the AI was submitted with the semi-annual report. AOOS Portal has data from Sep 21, 2019",AOOS.xlsx,,,,,
AOOS,nelson-lagoon-inner-wave-buoy,New 2021,Nelson Lagoon (Inner) Wave Buoy,SOFAR Spotter Wave Buoy - Nelson Lagoon Community Deployment,56.0014,-161.2119,Moored Buoy,11/14/2021 (need to get install date),"Y, O (seasonal)",EPA IGAP ,N,Nelson Lagoon (community) and UAF (Chris Maio),"Academic, Private",Nelson Lagoon Community and UAF- Arctic Coastal Geoscience Lab,SOFAR OCEAN,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_period_at_variance_spectral_density_maximum, wind_speed, wind_from_direction, sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum","These are seasonal buoy deployments, and this was the first year trial with a community partner. Plan to redeploy in spring once ice free.",AOOS.xlsx,,,,,
