RA,Station ID,WMO ID or NWS/CMAN ID,Station Long Name,Station Description,Latitude (dec deg),Longitude (dec deg),Platform Type,"Station Deployment (mm/yyyy, yyyy, < 5 yr, > 5 yr)","Currently Operational? (Y, N, O, U)",Platform Funder/Sponsor,"RA Funding Involvement (Yf, Yp, N)",Platform Operator/Owner,Operator Sector,Platform Maintainer,Data Manager,"Variable Names + water column depth of measurement in meters [CF_name (# m, # m) or CF_name (mult) or CF_name (# depths)].",Additional notes,file,Unnamed: 18
CARICOOS,XMRS,TJRS,Las Mareas,,17.92859,-66.1597,fixed,2009-12-01 00:00:00,Y,,Yf,Weatherflow,Industry,Weatherflow,Weatherflow / CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,XJUA,TJUA,San Juan NavAid,,18.45512,-66.12846,fixed,2009-12-01 00:00:00,Y,,Yf,Weatherflow,Industry,Weatherflow,Weatherflow / CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,XGUR,TJUR,Gurabo,,18.25623,-65.99167,fixed,2009-12-01 00:00:00,Y,,Yf,Weatherflow,Industry,Weatherflow,Weatherflow / CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,XCUL,TJUL,Culebrita Island ,,18.3137,-65.22742,fixed,2016-01-01 00:00:00,Y,,Yf,Weatherflow,Industry,Weatherflow,Weatherflow / CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,XCRX,TIRX,Sandy Point NWR - USVI,,17.67771,-64.89989,fixed,2009-12-01 00:00:00,Y,,Yf,Weatherflow,Industry,Weatherflow,Weatherflow / CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m), rainfall_amount",,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,XCDP,TJDP,Club Deportivo del Oeste Cabo Rojo,,18.09995,-67.18887,fixed,2009-12-01 00:00:00,Y,,Yf,Weatherflow,Industry,Weatherflow,Weatherflow / CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,XBUK,TIUK,Buck Island - USVI,,18.27823,-64.8926,fixed,2009-07-01 00:00:00,Y,,Yf,Weatherflow,Industry,Weatherflow,Weatherflow / CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,XBRO,TIRO,Two Brothers - USVI,,18.34291,-64.8173,fixed,2009-07-01 00:00:00,Y,,Yf,Weatherflow,Industry,Weatherflow,Weatherflow / CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,XAGU,TJGU,Aguadilla Jetty,,18.43295,-67.15663,fixed,2009-12-01 00:00:00,Y,,Yf,Weatherflow,Industry,Weatherflow,Weatherflow / CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,PUNTAS,PTRP4,Rincon,RM Young,18.36669,-67.25141,fixed,2012-11-01 00:00:00,Y,,Yf,CARICOOS,Academic,CARICOOS,NDBC / CARICOOS,"wind_speed (15 m), wind_speed_of_gust (15 m), wind_from_direction (15 m), air_temperature (15 m), air_pressure (15 m), relative_humidity (15 m)",,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,MAGUEYES,IMGP4,Isla Magueyes,RM Young,17.96944,-67.04417,fixed,2015-10-01 00:00:00,N,,Yf,CARICOOS,Academic,CARICOOS,NDBC  / CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",Damaged by Hurricane Maria,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,MAGUEYES,F2397,Isla Magueyes,Davis Vantage Pro 2 Plus,17.96944,-67.04417,fixed,2018-10-01 00:00:00,Y,,Yf,CARICOOS,Academic,CARICOOS,Gladstone / CARICOOS,"wind_speed (8 m), wind_speed_of_gust (8 m), wind_from_direction (8 m), air_temperature (8 m), air_pressure (8 m), relative_humidity (8 m)",Replaces IMGP4,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,PYC,E7791,Ponce Yatch Club - Ponce - Puerto Rico,Davis Vantage Pro 2 Plus,17.9644,-66.6177,fixed,2018-12-01 00:00:00,Y,,Yf,CARICOOS,Academic,CARICOOS,Gladstone / CARICOOS,"wind_speed (15 m), wind_speed_of_gust (15 m), wind_from_direction (15 m), air_temperature (15 m), air_pressure (15 m), relative_humidity (15 m)",station height to be accurately determined,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,FCR,E7866,Faro de Cabo Rojo - Cabo Rojo - Puerto Rico,Davis Vantage Pro 2 Plus,17.9335,-67.192,fixed,2018-12-01 00:00:00,Y,,Yf,CARICOOS,Academic,CARICOOS,Gladstone / CARICOOS,"wind_speed (3 m), wind_speed_of_gust (3 m), wind_from_direction (3 m), air_temperature (3 m), air_pressure (3 m), relative_humidity (3 m)",station height to be accurately determined,CARICOOS Asset Inventory_2019.xlsx,
CARICOOS,TPR,E9889,Tres Palmas Reserve - Rincon - Puerto Rico,Davis Vantage Pro 2 Plus,18.347,-67.2613,fixed,2018-12-01 00:00:00,Y,,Yf,CARICOOS,Academic,CARICOOS,Gladstone / CARICOOS,"wind_speed (3 m), wind_speed_of_gust (3 m), wind_from_direction (3 m), air_temperature (3 m), air_pressure (3 m), relative_humidity (3 m)",station height to be accurately determined,CARICOOS Asset Inventory_2019.xlsx,
CeNCOOS,Morro Bay,MBXC1,Morro Bay,Morro Bay: T-Pier,35.37,-120.86,fixed ,39083.0,y,Cal Poly/CeNCOOS,yp,Cal Poly,Academic,Cal Poly,Cal Poly,"sea_water_turbidity(2m), sea_water_temperature(2m), sea_water_pressure(2m), sea_water_practical_salinity(2m), mass_concentration_of_oxygen_in_sea_water(2m), mass_concentration_of_chlorophyll_in_sea_water(2m), wind_speed(-5.5m), wind_from_direction(-5.5m), air_temperature(-5.5m), air_pressure(-5.5m), relative_humidity(-5.5m), lwe_thickness_of_precipitation_amount(-5.5m), solar_radiation(-5.5m), visibility_in_air(-5.5m)","Met Station located at 35.3338 N, 120.847 W",CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Morro Back Bay (BS1),,Morro Back Bay,Morro Back Bay; OA Station,35.3333,-120.8463,fixed,42318.0,Y,Cal Poly/CeNCOOS,yp,Cal Poly,Academic,Cal Poly,Cal Poly,"surface_air_pressure(sfc), wind_speed, wind_from_direction, air_temperature, relative_humidity, precipitation_amount, net_downward_shortwave_flux_in_air, sea_water_temperature(sfc), sea_water_practical_salinity(sfc), sea_water_pressure(sfc), mass_concentration_of_chlorophyll_in_sea_water(sfc), mass_concentration_of_oxygen_in_sea_water(sfc)",Met station and YSI sensor co-located.,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,San Luis Pier,CPXC1,San Luis Bay,San Luis Bay: Cal Poly Pier,35.17,-122.89,fixed ,38473.0,y,Cal Poly/CeNCOOS,Yp,Cal Poly,Academic,Cal Poly,Cal Poly,"sea_water_temperature(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), sea_water_pressure, sea_water_practical_salinity(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), mass_concentration_of_chlorophyll_in_sea_water(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), sea_water_turbidity(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m),  bioluminescence(1m,1.5m,2m,2.5m,3m,3.5m,4m,4.5m,6m,6.5m,7m,7.5m,8m,8.5m,9m), wind_speed(-15.5m), wind_from_direction(-15.5m), air_temperature(-15.5m), air_pressure(-15.5m), relative_humidity(-15.5m), lwe_thickness_of_precipitation_amount(-15.5m), solar_radiation(-15.5m), visibility_in_air(-15.5m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Exploratorium,,Exploratorium,Exploratorium,37.8,-122.397,fixed ,,y,Exploratorium,n,Exploratorium,nonprofit,Exploratorium,Exploritorium,"sea_water_temperature, sea_water_practical_salinity, sea_water_pressure, mass_concentration_of_oxygen_in_sea_water,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, sea_water_ph_measured_on_total_scale, dissolved_carbon_dioxide, air_temperature, air_pressure, relative_humidity, wind_speed, wind_from_direction, diffuse_downwelling_shortwave_flux_in_air",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Trinidad,TDPC1,Trinidad Pier,Trinidad shore station: HABs station,41.06,-124.15,fixed ,39813.0,y,HSU/CENCOOS,Yp,HSU,Academic,HSU,HSU/CeNCOOS," sea_water_temperature(4.6m), sea_water_salinity(4.6m), mass_concentration_of_oxygen_in_sea_water(4.6m), sea_water_ph_measured_on_total_scale(4.6m), mass_concentration_of_chlorophyll_in_sea_water(4.6), sea_water_turbidity, sea_water_pressure(4.6m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Humboldt,HBXC1(old site ERKC1),Humboldt Bay: Chevron Dock,Chevron Dock Pier Station,40.78,-124.2,fixed,2003.0,Y,HSU/CeNCOOS,Yp,HSU,Academic,HSU,HSU/CeNCOOS,"sea_water_temperature(2m), sea_water_salinity(2m), mass_concentration_of_oxygen_in_sea_water(2m), sea_water_ph_measured_on_total_scale(2m), mass_concentration_of_chlorophyll_in_sea_water(2m), sea_water_turbidity(2m), sea_water_pressure(2m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Indian Island,,Humboldt Bay: Indian Ilsand,Indian Island station,40.81,-124.15,fixed,2015.0,y,HSU/CENCOOS,Yp,HSU,Tribal,HSU,Wiyot/HSU/CeNCOOS," sea_water_temperature(2.4m), sea_water_practical_salinity(2.4m), mass_concentration_of_oxygen_in_sea_water(2.4m), sea_water_ph_measured_on_total_scale(2.4m), mass_concentration_of_chlorophyll_in_sea_water(2.4m), sea_water_turbidity(2.4m), sea_water_pressure(2.4m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Humboldt Bay AC/DC,,Humboldt Bay Burkolator,Burkolator at Hog Island Oyster Company Hatchery,40.7915,-124.1943,fixed,43347.0,O,IOOS OTTP /NOAA OAP,yp,HSU,Academic/Industry,HSU,HSU/CeNCOOS,"sea_water_temperature(sfc), sea_water_practical_salinity(sfc), mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water(sfc), partial_pressure_of_carbon_dioxide_in_sea_water(sfc), sea_water_ph_reported_on_total_scale(sfc), sea_water_alkalinity_express_as_mole_equivalent(sfc), surface_partical_pressure_of_carbon_dioxide_in_air(sfc)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Monterey Bay Aquarium,,Monterey Bay Aquarium,Monterey Bay Aquarium Seawater Intake,36.618,-121.9015,fixed ,1987.0,y,MBA ,n,MBA,nonprofit,MBA,MBA," sea_water_temperature(16.8m), sea_water_practical_salinity(16.8m), sea_water_ph_measured_on_total_scale(16.8m), fractional_saturation_of_oxygen_in_sea_water(16.8m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,M1,46092,M1,M1,36.758,-122.029,moored_buoy,1991.0,y,MBARI,n,MBARI,nonprofit,MBARI,MBARI,"sea_water_temperature(1m,10m,20m,40m,60m,80m,100m,150m,200m,250m,,300m), sea_water_practical_salinity(1m,10m,20m,40m,60m,80m,100m,150m,200m,250m,300m),sea_water_ph_measured_on_total_scale(1m), mass_concentration_of_chlorophyll_in_sea_water(1m), partial_pressure_of_carbon_dioxide_in_sea_water(1m), mass_concentration_of_oxygen_in_sea_water(1m,50m,225m), wind_speed(-2m), wind_from_direction(-2m), air_temperature(-2m), air_pressure(-2m), relative_humidity(-2m), diffuse_downwelling_shorewave_flux_in_air(-2m), downwelling_longwave_flux_in_air(-2m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,OA1,,Hopkins Marine Station,OA1 buoy,36.9725,-122.1569,moored buoy,41450.0,y,MBARI,n,MBARI,nonprofit,MBARI,MBARI,"wind_speed(-1m),wind_from_direction(-1m),air_temperature(-1m),relative_humidity(-1m),air_pressure(-1m),sea_water_temperature(sfc),sea_water_practical_salinity(sfc),mass_concentration_of_oxygen_in_sea_water(sfc),sea_water_ph_measured_on_total_scale(sfc),dissolved_carbon_dioxide(sfc).",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,OA2,,Terrace Point ,OA2 buoy,37.109,-122.346,moored buoy,41395.0,y,MBARI,n,MBARI,nonprofit,MBARI,MBARI,"wind_speed(-1m),wind_from_direction(-1m),air_temperature(-1m),relative_humidity(-1m),air_pressure(-1m),sea_water_temperature(sfc),sea_water_practical_salinity(sfc),mass_concentration_of_oxygen_in_sea_water(sfc),sea_water_ph_measured_on_total_scale(sfc),dissolved_carbon_dioxide(sfc).",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,LO1,,Elkhorn Slough,LOBO,36.81,-121.77,moored buoy,,?,MBARI,n,MBARI,nonprofit,MBARI,MBARI,"sea_water_temperature(sfc), sea_water_practical_salinity(sfc), mass_concentration_of_oxygen_in_sea_water(sfc), eastward_sea_water_velocity(sfc), northward_sea_water_velocity(sfc), solar_radiation(1m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Carquinez,CQU1,Carquinez,Carquinez at Cal Maritime,38.07,-122.23,fixed,39499.0,y,SFSU/CeNCOOS,Yp,SFSU,Academic,SFSU,SFSU,"sea_water_temperature(2.7m), sea_water_practical_salinity(2.7m), mass_concentration_of_oxygen_in_sea_water(2.7m), sea_water_ph_measured_on_total_scale(2.7m), mass_concentration_of_chlorophyll_in_sea_water(2.7m), sea_water_turbidity(2.7m), sea_water_pressure(2.7m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Tiburon,TIBC1,Tiburon,Tiburon Pier,37.89,-122.45,fixed ,37561.0,y,SFSU/CeNCOOS,yp,SFSU,Academic,SFSU,SFSU," sea_water_temperature(1.9m), sea_water_practical_salinity(1.9m), mass_concentration_of_oxygen_in_sea_water(1.9m), sea_water_ph_measured_on_total_scale(1.9m), mass_concentration_of_chlorophyll_in_sea_water(1.9m), sea_water_turbidity(1.9m), sea_water_pressure(1.9m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,BOB and MARI,,Bay Ocean Buoy,BOB and MARI,36.8686,-122.378,moored buoy,43160.0,y,SFSU,yp,SFSU,academic,SFSU,SFSU,"sea_water_temperature(sfc,17.5m), sea_water_practical_salinity(sfc,17.5m), sea_water_ph_measured_on_total_scale(sfc,17.5m), dissolved_carbon_dioxide(sfc), mass_concentration_of_oxygen_in_sea_water(17.5m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Monterey Wharf,MYXC1,Monterey Wharf,Monterey: Municipal Wharf II,36.61,-121.89,fixed ,42128.0,y,SJSU (MLML),yp,SJSU (MLML),Academic,SJSU (MLML),SJSU (MLML)," sea_water_temperature(2m), sea_water_practical_salinity, sea_water_pressure(2m),  sea_water_ph_measured_on_total_scale(2m), mass_concentration_of_chlorophyll_in_sea_water(2m),  mass_concentration_of_oxygen_in_sea_water(2m), sea_water_turbidity(2m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Moss Landing Marine Lab,MLSC1,Moss Landing,Moss Landing Seawater Intake,36.8,-121.79,fixed ,40424.0,y,SJSU (MLML),yp,SJSU (MLML),Academic,SJSU(MLML),MLML,"sea_water_temperature(17m), sea_water_practical_salinity(17m), sea_water_ph_measured_on_total_scale(17m), mass_concentration_of_oxygen_in_sea_water(17m), mass_concentration_of_chlorophyll_in_sea_water(17m), mole_concentration_of_nitrate_in_sea_water(17m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Hog Island,,Hog Island,Burkolator at Hog Island Oyster Company,38.16,-122.89,fixed,41790.0,y,UC Davis/Hog Island Oyster Company,Yp,UC Davis,Industry,UC Davis,UC Davis,"sea_water_temperature(2.9m), sea_water_practical_salinity(2.9m),partial_pressure_of_carbon_dioxide_in_sea_water(2.9m), surface_partial_pressure_of_carbon_dioxide_in_air(2.9m), sea_water_ph_on_total_scale(2.9m), sea_water_alkalinity_expressed_as_mole_equivalent(2.9m), mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water(2.9m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Bodega,BDXC1,Bodega,HorseshowCove BML Seawater Intake station; HABs Station,38.32,-123.07,fixed,2003.0,Y,UC Davis/CeNCOOS,yp,UC Davis (BML),Academic,UC Davis (BML),BML,"sea_water_temperature(2.9m), sea_water_practical_salinity(2.9m), mass_concentration_of chlorophyll_in_sea_water(2.9m), sea_water_pressure(2.9m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Fort Point,FPXC1,Fort Point,Fort Point,37.81,-122.47,fixed ,39872.0,y,UC Davis/CeNCOOS,yp,UC Davis (BML),Academic,UC Davis (BML),BML," sea_water_temperature(3.5m), sea_water_practical_salinity(3.5m), mass_concentration_of chlorophyll_in_sea_water(3.5m), sea_water_pressure(3.5m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Tomales Bay,,Tomales Bay,Tomales Bay buoy,38.19,-122.93,moored_buoy,41428.0,y?,UC Davis,n,UC Davis BML,Academic,UC Davis (BML),UC Davis (BML),,,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
CeNCOOS,Santa Cruz Wharf,,Santa Cruz Wharf,Santa Cruz Wharf; HABs station,36.96,-122.02,fixed ,40858.0,O,UCSC,yp,UCSC,Academic,UCSC,CeNCOOS/UCSC,"sea_water_temperature(1m), sea_water_practical_salinity(1m), mass_concentration_of_oxygen_in_sea_water(1m), sea_water_ph_measured_on_total_scale(1m), mass_concentration_of_chlorophyll_in_sea_water(1m), sea_water_turbidity(1m), sea_water_pressure(1m)",,CeNCOOS Asset Inventory 2019b - 1292020-1st submission.xlsx,
SECOORA,SHP,SHPF1,Shell Point,Meteorological and water level station,30.058,-84.29,fixed,Spring 2003,Y,SECOORA,Yf,USF,Academic,USF,USF,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, sea_water_temperature, water_surface_height_above_reference_datum",,Dec 2019_SECOORA_Asset Inventory_V2.1.xlsx,
SECOORA,FHP,FHPF1,Fred Howard Park,Meteorological and water level station,28.153,-82.801,fixed,2004,Y,SECOORA,Yf,USF,Academic,USF,USF,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, sea_water_pressure_due_to_sea_water",,Dec 2019_SECOORA_Asset Inventory_V2.1.xlsx,
SECOORA,APK,ARPF1,Aripeka,Meteorological and water level station,28.433,-82.667,fixed,Spring 2003,Y,SECOORA,Yf,USF,Academic,USF,USF,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, sea_water_temperature, water_surface_height_above_reference_datum",Removed the CTD,Dec 2019_SECOORA_Asset Inventory_V2.1.xlsx,
SECOORA,BCP,BGCF1,Big Carlos Pass,Meteorological and water level station,26.404,-81.881,fixed,2004,Y,SECOORA,Yf,USF,Academic,USF,USF,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, sea_water_salinity, sea_water_temperature, water_surface_height_above_reference_datum",Acoustic receiver deployed on mooring w/ Jim Locasio,Dec 2019_SECOORA_Asset Inventory_V2.1.xlsx,
SECOORA,Clam Bayou,CLBF1,Clam Bayou,"Meteorological, water level, and water quality station",27.736,-82.686,fixed,2008,Y,SECOORA,Yp,USF,Academic,"USF, YSI-Xylem",USF,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, sea_water_temperature, sea_water_electrical_conductivity, sea_water_practical_salinity, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water, turbidity, water_surface_height_above_reference_datum",station also collects blue green algae concentration but there is no CF name for this.  YSI-Xylem provides in-kind contributions of sensors and personnel time to maintain the water quality sensors on this station.,Dec 2019_SECOORA_Asset Inventory_V2.1.xlsx,
SECOORA,C12,42022,WFS Central Buoy,50m isobath,27.505,-83.741,moored_buoy,1997-07-28 00:00:00,Y,SECOORA,Yf,USF,Academic,USF,USF,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m, 20 m, 30 m), sea_water_temperature (1 m, 20 m, 30 m), downwelling_shortwave_flux_in_air, downwelling_longwave_flux_in_air, sea_water_speed (mult), sea_water_to_direction (mult), eastward_sea_water_velocity (mult), northward_sea_water_velocity (mult)","in water microcat CTDs (at 20m and 30 m) are internally recording and do not report in real time (this is for salinity, temperature, and conductivity)",Dec 2019_SECOORA_Asset Inventory_V2.1.xlsx,
SECOORA,C13,42023,WFS South Buoy,50m isobath,26.01,-83.086,moored_buoy,1999-09-01 00:00:00,Y,SECOORA,Yf,USF,Academic,USF,USF,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m, 20 m, 30 m), sea_water_temperature (1 m, 20 m, 30 m), downwelling_shortwave_flux_in_air, downwelling_longwave_flux_in_air, sea_water_speed (mult), sea_water_to_direction (mult), eastward_sea_water_velocity (mult), northward_sea_water_velocity (mult)","in water microcat CTDs (at 20m and 30 m) are internally recording and do not report in real time (this is for salinity, temperature, and conductivity)",Dec 2019_SECOORA_Asset Inventory_V2.1.xlsx,
